2.16.840.1.113883.2.4.3.31.4.1.30	\N	Routine check-up (Diabetes)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.31	\N	Diabetic education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.32	\N	Diet education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.33	\N	Extra attention for healthy diet guidelines	Portavita
2.16.840.1.113883.2.4.3.31.4.1.34	\N	Remarks on diet education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.35	\N	Patient advised about exercise (situation)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.36	\N	Extra attention for benefit of physical activity	Portavita
2.16.840.1.113883.2.4.3.31.4.1.37	\N	Remarks on patient advised about exercise	Portavita
2.16.840.1.113883.2.4.3.31.4.1.38	\N	Advice about treatment (regime/therapy)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.39	\N	Extra attention for background of illness, ...	Portavita
2.16.840.1.113883.2.4.3.31.4.1.40	\N	Remarks on advice about treatment	Portavita
2.16.840.1.113883.2.4.3.31.4.1.41	\N	Advice about drug treatment (regime/therapy)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.42	\N	Extra attention for medication	Portavita
2.16.840.1.113883.2.4.3.31.4.1.43	\N	Remarks on advice about drug treatment	Portavita
2.16.840.1.113883.2.4.3.31.4.1.44	\N	Patient associations education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.45	\N	Extra attention for role of patient association	Portavita
2.16.840.1.113883.2.4.3.31.4.1.46	\N	Remarks on patient associations education	Portavita
2.16.840.1.113883.2.4.3.31.4.1.122	\N	Other blood-thinning drugs	Portavita
2.16.840.1.113883.2.4.3.31.4.1.47	\N	Social and personal circumstances education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.48	\N	Extra attention for social restriction	Portavita
2.16.840.1.113883.2.4.3.31.4.1.49	\N	Remarks on social and personal circumstances education	Portavita
2.16.840.1.113883.2.4.3.31.4.1.50	\N	Informing patient of prognosis (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.51	\N	Extra attention for factors that determine prognosis	Portavita
2.16.840.1.113883.2.4.3.31.4.1.52	\N	Remarks on informing patient of prognosis	Portavita
2.16.840.1.113883.2.4.3.31.4.1.53	\N	Health risks education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.54	\N	Extra attention for avoidable risk factors	Portavita
2.16.840.1.113883.2.4.3.31.4.1.55	\N	Remarks on health risks education	Portavita
2.16.840.1.113883.2.4.3.31.4.1.56	\N	Hypoglycemia education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.57	\N	Extra attention for hyperglycemia and hypoglycemia symptoms	Portavita
2.16.840.1.113883.2.4.3.31.4.1.58	\N	Remarks on hypoglycemia education	Portavita
2.16.840.1.113883.2.4.3.31.4.1.59	\N	Blood glucose control education (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.60	\N	Extra attention for blood glucose control education	Portavita
2.16.840.1.113883.2.4.3.31.4.1.61	\N	Remarks on blood glucose control education	Portavita
2.16.840.1.113883.2.4.3.31.4.1.62	\N	Individual care plan	Portavita
2.16.840.1.113883.2.4.3.31.4.1.63	\N	Remarks on individual care plan	Portavita
2.16.840.1.113883.2.4.3.31.4.1.64	\N	Extra attention for Individual care plan	Portavita
2.16.840.1.113883.2.4.3.31.4.1.65	\N	Target values of glycemic parameters	Portavita
2.16.840.1.113883.2.4.3.31.4.1.66	\N	Extra attention for target values of glycemic parameters	Portavita
2.16.840.1.113883.2.4.3.31.4.1.67	\N	Remarks on target values of glycemic parameters	Portavita
2.16.840.1.113883.2.4.3.31.4.1.68	\N	Importance of ophthalmic check-ups	Portavita
2.16.840.1.113883.2.4.3.31.4.1.69	\N	Extra attention for importance of ophthalmic check-ups	Portavita
2.16.840.1.113883.2.4.3.31.4.1.70	\N	Remarks on importance of ophthalmic check-ups	Portavita
2.16.840.1.113883.2.4.3.31.4.1.71	\N	Fever, vomiting, diarrhea and international travel	Portavita
2.16.840.1.113883.2.4.3.31.4.1.72	\N	Extra attention for fever, vomiting, diarrhea and international travel	Portavita
2.16.840.1.113883.2.4.3.31.4.1.73	\N	Remarks on fever, vomiting, diarrhea and international travel	Portavita
2.16.840.1.113883.2.4.3.31.4.1.74	\N	Physical examination	Portavita
2.16.840.1.113883.2.4.3.31.4.1.75	\N	Blood pressure	Portavita
2.16.840.1.113883.2.4.3.31.4.1.76	\N	Diastolic blood pressure	Portavita
2.16.840.1.113883.2.4.3.31.4.1.77	\N	Systolic blood pressure	Portavita
2.16.840.1.113883.2.4.3.31.4.1.78	\N	Dyspnea (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.79	\N	Frequency of shortness of breath	Portavita
2.16.840.1.113883.2.4.3.31.4.1.80	\N	Remarks on frequency of shortness of breath	Portavita
2.16.840.1.113883.2.4.3.31.4.1.81	\N	Dental appliance or restoration finding (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.82	\N	Heart rate (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.83	\N	Irregular heart beat (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.84	\N	Abdominal circumference (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.85	\N	Diabetic monitoring - injection sites abnormal (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.86	\N	Remarks on diabetic monitoring - injection sites	Portavita
2.16.840.1.113883.2.4.3.31.4.1.87	\N	Diabetic monitoring - injection sites normal (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.88	\N	Body height measure (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.89	\N	Sources of infection	Portavita
2.16.840.1.113883.2.4.3.31.4.1.90	\N	Skin	Portavita
2.16.840.1.113883.2.4.3.31.4.1.91	\N	Infection of skin (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.92	\N	Pruritic disorders (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.93	\N	Acanthosis nigricans (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.94	\N	Vitiligo (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.95	\N	Auscultation	Portavita
2.16.840.1.113883.2.4.3.31.4.1.96	\N	Cardiac auscultation finding (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.97	\N	Diastolic murmur (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.98	\N	Systolic murmur (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.99	\N	First sound	Portavita
2.16.840.1.113883.2.4.3.31.4.1.100	\N	Second sound	Portavita
2.16.840.1.113883.2.4.3.31.4.1.101	\N	Auscultation indicated	Portavita
2.16.840.1.113883.2.4.3.31.4.1.102	\N	Auscultation of arteries performed	Portavita
2.16.840.1.113883.2.4.3.31.4.1.103	\N	Aortic bruit (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.104	\N	Carotid aorta right	Portavita
2.16.840.1.113883.2.4.3.31.4.1.105	\N	Renal aorta left	Portavita
2.16.840.1.113883.2.4.3.31.4.1.106	\N	Renal aorta right	Portavita
2.16.840.1.113883.2.4.3.31.4.1.107	\N	Femoral aorta left	Portavita
2.16.840.1.113883.2.4.3.31.4.1.108	\N	Femoral aorta right	Portavita
2.16.840.1.113883.2.4.3.31.4.1.109	\N	Carotid aorta left	Portavita
2.16.840.1.113883.2.4.3.31.4.1.110	\N	End of consultation	Portavita
2.16.840.1.113883.2.4.3.31.4.1.111	\N	Medication	Portavita
2.16.840.1.113883.2.4.3.31.4.1.112	\N	Antihypertensives	Portavita
2.16.840.1.113883.2.4.3.31.4.1.113	\N	Diuretics	Portavita
2.16.840.1.113883.2.4.3.31.4.1.114	\N	Beta-blockers	Portavita
2.16.840.1.113883.2.4.3.31.4.1.115	\N	Calcium antagonists	Portavita
2.16.840.1.113883.2.4.3.31.4.1.116	\N	Drugs affecting the renin-angiotensin system	Portavita
2.16.840.1.113883.2.4.3.31.4.1.117	\N	Alpha-blockers	Portavita
2.16.840.1.113883.2.4.3.31.4.1.118	\N	Other antihypertensives	Portavita
2.16.840.1.113883.2.4.3.31.4.1.119	\N	Blood-thinning drugs	Portavita
2.16.840.1.113883.2.4.3.31.4.1.120	\N	Thrombocyte aggregation inhibitors	Portavita
2.16.840.1.113883.2.4.3.31.4.1.121	\N	Anticoagulants	Portavita
2.16.840.1.113883.2.4.3.31.4.1.123	\N	Lipid-lowering drugs	Portavita
2.16.840.1.113883.2.4.3.31.4.1.124	\N	Statins	Portavita
2.16.840.1.113883.2.4.3.31.4.1.125	\N	Other lipid-lowering drugs	Portavita
2.16.840.1.113883.2.4.3.31.4.1.126	\N	Glucose regulation	Portavita
2.16.840.1.113883.2.4.3.31.4.1.127	\N	Frequency of hypoglycemia attacks (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.128	\N	Hypoglycemic state in diabetes (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.129	\N	Glucose finding, fasting)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.130	\N	Glucose finding, preprandial	Portavita
2.16.840.1.113883.2.4.3.31.4.1.131	\N	Glucose finding, postprandial	Portavita
2.16.840.1.113883.2.4.3.31.4.1.132	\N	Nocturnal hypoglycemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.133	\N	Hypoglycemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.134	\N	Fasting hypos	Portavita
2.16.840.1.113883.2.4.3.31.4.1.135	\N	Hypos after breakfast	Portavita
2.16.840.1.113883.2.4.3.31.4.1.136	\N	Hypos before lunch	Portavita
2.16.840.1.113883.2.4.3.31.4.1.137	\N	Hypos after lunch	Portavita
2.16.840.1.113883.2.4.3.31.4.1.138	\N	Hypos before dinner	Portavita
2.16.840.1.113883.2.4.3.31.4.1.139	\N	Hypos after dinner	Portavita
2.16.840.1.113883.2.4.3.31.4.1.140	\N	Hypos before bedtime	Portavita
2.16.840.1.113883.2.4.3.31.4.1.141	\N	Hypo with lowest glucose level	Portavita
2.16.840.1.113883.2.4.3.31.4.1.142	\N	Finding of glucose level (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.143	\N	Hypoglycaemic attack requiring third party assistance	Portavita
2.16.840.1.113883.2.4.3.31.4.1.144	\N	Circumstances	Portavita
2.16.840.1.113883.2.4.3.31.4.1.145	\N	Hypo self-solved	Portavita
2.16.840.1.113883.2.4.3.31.4.1.146	\N	Diabetic anamnesis	Portavita
2.16.840.1.113883.2.4.3.31.4.1.147	\N	Trying to conceive (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.148	\N	Time spent exercising (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.149	\N	Exercise advice given	Portavita
2.16.840.1.113883.2.4.3.31.4.1.150	\N	Remarks on exercise advice given	Portavita
2.16.840.1.113883.2.4.3.31.4.1.151	\N	General well-being finding (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.152	\N	Remarks on general well-being finding	Portavita
2.16.840.1.113883.2.4.3.31.4.1.153	\N	Patient currently pregnant (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.154	\N	Smoking	Portavita
2.16.840.1.113883.2.4.3.31.4.1.155	\N	Tobacco smoking consumption (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.156	\N	Finding of tobacco use and exposure (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.157	\N	Stopped smoking since	Portavita
2.16.840.1.113883.2.4.3.31.4.1.158	\N	Smoking history: number of years	Portavita
2.16.840.1.113883.2.4.3.31.4.1.159	\N	Smoking history: units per day	Portavita
2.16.840.1.113883.2.4.3.31.4.1.160	\N	Cessation attempts	Portavita
2.16.840.1.113883.2.4.3.31.4.1.161	\N	Motivation to stop smoking	Portavita
2.16.840.1.113883.2.4.3.31.4.1.162	\N	Stop smoking advice given	Portavita
2.16.840.1.113883.2.4.3.31.4.1.163	\N	Follow-up appointment made	Portavita
2.16.840.1.113883.2.4.3.31.4.1.164	\N	Pack years	Portavita
2.16.840.1.113883.2.4.3.31.4.1.165	\N	Alcohol	Portavita
2.16.840.1.113883.2.4.3.31.4.1.166	\N	Alcohol intake (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.167	\N	Current drinker of alcohol (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.168	\N	Risk factors	Portavita
2.16.840.1.113883.2.4.3.31.4.1.169	\N	Disorder of blood vessel (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.170	\N	Myocardial infarction (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.171	\N	Cerebrovascular accident (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.172	\N	Transient ischemic attack (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.173	\N	Angina pectoris (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.174	\N	Tortuous coronary artery (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.175	\N	Peripheral vascular disease (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.176	\N	Heart failure (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.177	\N	Aortic aneurysm	Portavita
2.16.840.1.113883.2.4.3.31.4.1.178	\N	Date of angina pectoris	Portavita
2.16.840.1.113883.2.4.3.31.4.1.179	\N	Date of aortic aneurysm	Portavita
2.16.840.1.113883.2.4.3.31.4.1.180	\N	Atherosclerosis	Portavita
2.16.840.1.113883.2.4.3.31.4.1.181	\N	Date of atherosclerosis	Portavita
2.16.840.1.113883.2.4.3.31.4.1.182	\N	Date of tortuous coronary artery	Portavita
2.16.840.1.113883.2.4.3.31.4.1.183	\N	Date of myocardial infarction	Portavita
2.16.840.1.113883.2.4.3.31.4.1.184	\N	Date of heart failure	Portavita
2.16.840.1.113883.2.4.3.31.4.1.185	\N	Date of cerebrovascular accident	Portavita
2.16.840.1.113883.2.4.3.31.4.1.186	\N	Date of transient ischemic attack	Portavita
2.16.840.1.113883.2.4.3.31.4.1.187	\N	Date of peripheral vascular disease	Portavita
2.16.840.1.113883.2.4.3.31.4.1.188	\N	Microalbuminuria (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.189	\N	Dyslipidemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.190	\N	Hypertensive disorder, systemic arterial (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.191	\N	Homocystinemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.192	\N	Therapy compliance	Portavita
2.16.840.1.113883.2.4.3.31.4.1.193	\N	Remarks on therapy compliance problems	Portavita
2.16.840.1.113883.2.4.3.31.4.1.194	\N	Dietary advice problems	Portavita
2.16.840.1.113883.2.4.3.31.4.1.195	\N	Deficient knowledge of dietary regimen (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.196	\N	Insufficient application of guidelines	Portavita
2.16.840.1.113883.2.4.3.31.4.1.197	\N	Remarks on dietary advice problems	Portavita
2.16.840.1.113883.2.4.3.31.4.1.198	\N	Complaints and symptoms	Portavita
2.16.840.1.113883.2.4.3.31.4.1.199	\N	Visual symptoms (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.200	\N	Shortness of breath (situation)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.201	\N	Other specified symptoms (situation)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.202	\N	Thirst symptom (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.203	\N	Polyuria (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.204	\N	Chest pain (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.205	\N	Foot abnormality - diabetes-related (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.206	\N	Pruritus (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.207	\N	Medication side effects present (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.208	\N	Infectious disease (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.209	\N	Remarks on symptoms indicating hypoglycemia	Portavita
2.16.840.1.113883.2.4.3.31.4.1.210	\N	Remarks on medication side effects present	Portavita
2.16.840.1.113883.2.4.3.31.4.1.211	\N	Remarks on foot abnormality - diabetes-related	Portavita
2.16.840.1.113883.2.4.3.31.4.1.212	\N	Symptoms indicating hypoglycemia	Portavita
2.16.840.1.113883.2.4.3.31.4.1.213	\N	Remarks on visual symptoms	Portavita
2.16.840.1.113883.2.4.3.31.4.1.214	\N	Remarks on chest pain	Portavita
2.16.840.1.113883.2.4.3.31.4.1.215	\N	Remarks on shortness of breath	Portavita
2.16.840.1.113883.2.4.3.31.4.1.216	\N	Decrease of physical capacity	Portavita
2.16.840.1.113883.2.4.3.31.4.1.217	\N	Remarks on decrease of physical capacity	Portavita
2.16.840.1.113883.2.4.3.31.4.1.218	\N	Pain in calves when walking	Portavita
2.16.840.1.113883.2.4.3.31.4.1.219	\N	Remarks on pain in calves when walking	Portavita
2.16.840.1.113883.2.4.3.31.4.1.220	\N	Pain or tingling in legs	Portavita
2.16.840.1.113883.2.4.3.31.4.1.221	\N	Remarks on pain or tingling in legs	Portavita
2.16.840.1.113883.2.4.3.31.4.1.222	\N	Sexual dysfunction disorders	Portavita
2.16.840.1.113883.2.4.3.31.4.1.223	\N	Remarks on sexual dysfunction disorders	Portavita
2.16.840.1.113883.2.4.3.31.4.1.224	\N	Remarks on infectious disease	Portavita
2.16.840.1.113883.2.4.3.31.4.1.225	\N	Remarks on thirst symptom	Portavita
2.16.840.1.113883.2.4.3.31.4.1.226	\N	Remarks on polyuria	Portavita
2.16.840.1.113883.2.4.3.31.4.1.227	\N	Remarks on pruritus	Portavita
2.16.840.1.113883.2.4.3.31.4.1.228	\N	Remarks on other specified symptoms	Portavita
2.16.840.1.113883.2.4.3.31.4.1.229	\N	Reduced walking distance	Portavita
2.16.840.1.113883.2.4.3.31.4.1.230	\N	Remarks on reduced walking distance	Portavita
2.16.840.1.113883.2.4.3.31.4.1.231	\N	Hypoglycemia recognition	Portavita
2.16.840.1.113883.2.4.3.31.4.1.232	\N	Caffeine	Portavita
2.16.840.1.113883.2.4.3.31.4.1.233	\N	Daily caffeine usage	Portavita
2.16.840.1.113883.2.4.3.31.4.1.234	\N	Patient uses caffeine	Portavita
2.16.840.1.113883.2.4.3.31.4.1.235	\N	Products with glycyrrhizic acid	Portavita
2.16.840.1.113883.2.4.3.31.4.1.236	\N	Remarks on products with glycyrrhizic acid	Portavita
2.16.840.1.113883.2.4.3.31.4.1.237	\N	Family anamnesis (Diabetes)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.238	\N	Diabetes in first-degree or second-degree relatives	Portavita
2.16.840.1.113883.2.4.3.31.4.1.239	\N	Lipid metabolism disorder in first-degree relatives	Portavita
2.16.840.1.113883.2.4.3.31.4.1.240	\N	Hypertension in first-degree relatives	Portavita
2.16.840.1.113883.2.4.3.31.4.1.241	\N	Cardiovascular diseases in first-degree relatives	Portavita
2.16.840.1.113883.2.4.3.31.4.1.242	\N	Diabetic medication	Portavita
2.16.840.1.113883.2.4.3.31.4.1.243	\N	Electrocardiographic monitoring (procedure)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.244	\N	Electrocardiogram voltage (observable entity)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.245	\N	Conduction disorder of the heart (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.246	\N	Tachycardia (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.247	\N	Bradycardia (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.248	\N	Alert for hypoglycemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.249	\N	Alert for hyperglycemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.250	\N	Alert for nocturnal hypoglycemia (disorder)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.251	\N	Monitoring of respiration (regime/therapy)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.252	\N	Bioharness respiration findings	Portavita
2.16.840.1.113883.2.4.3.31.4.1.253	\N	Suspected Apnea (finding)	Portavita
2.16.840.1.113883.2.4.3.31.4.1.254	\N	Alert for SIMMs classification	Portavita
2.16.840.1.113883.2.4.3.31.4.1.255	\N	Alert for Sleep apnea (disorder)	Portavita
